date,temp_max,temp,temp_min,dew_max,dew,dew_min,humidity_max,humidity,humidity_min,windspeed_max,windspeed,windspeed_min,pressure_max,pressure,pressure_min,precip
11/26/2020,67,56.7,47,27,14.3,-3,30,19.7,8,13,4.5,0,29.4,29.3,29.3,0
11/27/2020,72,56.1,41,22,14.3,7,40,22.2,8,8,2.3,0,29.4,29.3,29.3,0
11/28/2020,76,58.2,42,25,14.1,6,35,20.2,7,7,2.1,0,29.3,29.3,29.2,0
11/29/2020,79,60.6,46,25,16.4,8,34,19.6,7,6,1.9,0,29.3,29.3,29.2,0
11/30/2020,72,56.1,41,22,14.3,7,40,22.2,8,8,2.3,0,29.4,29.3,29.3,0
12/1/2020,80,62.2,47,24,15.7,10,29,17.9,7,7,2.5,0,29.3,29.2,29.2,0
12/2/2020,79,61.6,47,31,17.1,9,32,20,7,10,3,0,29.3,29.2,29.2,0
12/3/2020,71,57.8,47,26,12.7,3,39,19.5,8,7,2.9,0,29.4,29.4,29.3,0
12/4/2020,74,55.6,40,14,8.8,0,31,17.5,6,9,2.6,0,29.4,29.3,29.3,0
12/5/2020,73,56,42,21,11.9,-2,40,20.5,5,8,2.5,0,29.4,29.4,29.3,0
12/6/2020,76,56.8,42,27,15.7,1,35,22.4,5,7,1.8,0,29.4,29.3,29.2,0
12/7/2020,76,61.4,45,24,13.8,3,35,19.7,6,21,6,0,29.2,29.2,29.1,0
12/8/2020,79,71.1,59,19,10.1,2,20,10.3,6,18,4.4,0,29.3,29.2,29.2,0
12/9/2020,76,61.6,51,44,24.8,11,60,28.6,9,10,2.9,0,29.3,29.2,29.1,0
12/10/2020,63,54.2,45,47,41.2,31,80,62.2,48,14,4.3,0,29.3,29.2,29.1,0
12/11/2020,60,52.8,48,47,43.6,42,83,71.8,51,8,2.7,0,29.3,29.3,29.2,0
12/12/2020,69,55.2,45,47,42.6,37,83,65,37,21,5.2,0,29.3,29.2,29.1,0
12/13/2020,67,56.9,46,42,29.3,13,74,39.5,12,10,3.2,0,29.4,29.4,29.3,0
12/14/2020,61,56.1,50,46,33,22,77,44.4,26,29,10.3,0,29.3,29.2,29.2,0
12/15/2020,69,56.3,46,27,23.3,14,47,30.2,12,9,2,0,29.4,29.3,29.3,0
12/16/2020,73,56.6,43,30,24.5,17,47,31.8,13,6,1.8,0,29.3,29.3,29.2,0
12/17/2020,62,55,49,50,36,28,75,49.7,38,21,6.8,0,29.2,29.1,29.1,0
12/18/2020,68,54.4,44,45,37.1,26,82,54.6,21,9,3,0,29.4,29.3,29.2,0
12/19/2020,71,55.1,42,29,24.7,18,58,34.1,13,7,2.5,0,29.5,29.4,29.4,0
12/20/2020,80,59.1,41,20,13.5,3,38,20.2,5,6,1.9,0,29.4,29.3,29.2,0
12/21/2020,82,62,47,32,19.2,10,41,22.5,7,8,1.5,0,29.2,29.2,29.1,0
12/22/2020,71,56.8,46,50,37.7,26,89,54,19,9,3.2,0,29.3,29.2,29.2,0
12/23/2020,68,53.7,46,49,34.5,20,90,54.3,22,6,2.6,0,29.4,29.3,29.3,0
12/24/2020,59,52.1,47,41,23.5,2,59,36.4,10,8,3.7,0,29.5,29.4,29.3,0
12/25/2020,73,56.5,43,36,32.8,28,68,43.5,24,9,2.3,0,29.4,29.3,29.2,0.02
12/26/2020,68,55,43,48,37.6,31,80,54.5,30,9,2.9,0,29.3,29.3,29.2,0
12/27/2020,67,53.4,49,49,47.4,39,97,81.5,36,13,4.9,0,29.2,29.1,29,0
12/28/2020,53,46.2,0,49,42.3,0,93,84.2,0,28,8.1,0,29.1,29,29,0.27
12/29/2020,61,49.8,37,40,32.2,25,96,57.1,27,23,6.6,0,29.4,29.3,29.1,0.71
12/30/2020,66,52.8,41,27,23,18,57,34,16,8,3.5,0,29.4,29.3,29.3,0
12/31/2020,66,52.6,40,33,28,23,63,40.7,20,20,8.4,0,29.2,29.1,29.1,0
1/1/2021,69,59,48,30,22.9,18,50,26.5,15,14,7,0,29.4,29.3,29.2,0
1/2/2021,64,53,43,47,36.3,28,80,55.1,28,8,2.2,0,29.4,29.4,29.4,0
1/3/2021,61,50.1,45,48,44.7,41,97,83.3,50,7,2.3,0,29.4,29.4,29.3,0
1/4/2021,64,52.4,43,49,43.8,38,86,74,48,8,2,0,29.4,29.3,29.3,0
1/5/2021,67,52.5,42,48,43.4,39,90,73.2,42,9,2.8,0,29.3,29.3,29.2,0
1/6/2021,73,57.6,47,43,32.7,24,74,42,20,9,2.7,0,29.3,29.3,29.2,0
1/7/2021,75,57.2,44,39,28,16,58,37.1,11,7,2.5,0,29.3,29.2,29.2,0
1/8/2021,73,59.2,47,40,27.6,10,50,32.1,11,21,5.2,0,29.3,29.3,29.2,0
1/9/2021,73,62.8,52,37,25.3,8,39,25.6,11,21,5.5,0,29.3,29.2,29.2,0
1/10/2021,70,56,45,27,21.5,16,44,28.5,14,9,3.2,0,29.4,29.3,29.3,0
1/11/2021,72,56.5,44,29,24.3,20,49,31.6,14,7,2.6,0,29.4,29.3,29.3,0
1/12/2021,70,56.3,43,30,24.9,17,53,32.9,13,7,2.1,0,29.4,29.4,29.4,0
1/13/2021,75,59.1,47,31,26,18,44,30.6,12,8,2.5,0,29.4,29.4,29.3,0
1/14/2021,86,70,52,40,27.1,13,45,23.2,9,20,4.8,0,29.4,29.3,29.3,0
1/15/2021,89,76.5,62,30,19.5,7,24,12.9,5,17,6.7,0,29.3,29.3,29.2,0
1/16/2021,86,71.2,58,34,23.3,16,35,18.3,9,8,2.5,0,29.2,29.1,29.1,0
1/17/2021,84,67.6,55,30,24.3,18,35,21.9,9,9,2.8,0,29.2,29.1,29.1,0
1/18/2021,80,62,49,53,33.8,21,93,43.7,12,12,4.8,0,29.1,29,28.9,0
1/19/2021,66,58.9,51,48,30.2,11,86,44.4,12,28,13.7,0,29.1,28.9,28.9,0
1/20/2021,75,65.8,57,37,31.1,21,46,28.4,19,22,7.9,0,29.2,29.1,29.1,0
1/21/2021,70,59.7,52,41,38.3,37,61,46.4,31,9,3.6,0,29.2,29.2,29.1,0
1/22/2021,61,53.8,48,48,43.5,38,83,68.4,56,15,7.8,0,29.2,29.1,29.1,0
1/23/2021,52,47.5,45,45,42.1,38,93,81.8,63,12,4,0,29.1,29.1,29,0.01
1/24/2021,57,48.4,40,43,39.9,36,93,74.1,45,13,4.2,0,29.1,29,29,1.09
1/25/2021,53,46.5,40,42,32.2,22,86,59.9,30,22,8.7,0,29,28.9,28.8,0.11
1/26/2021,54,46.4,38,32,25.9,19,68,46.8,26,12,6.5,0,29.3,29.1,29,0.05
1/27/2021,56,50.2,46,40,34,30,71,54.5,40,18,9.6,0,29.3,29.3,29.2,0
1/28/2021,62,49.8,41,47,37.3,29,93,66.8,29,15,6.5,0,29.2,29.1,29.1,0
1/29/2021,51,48.7,43,47,43.6,40,93,83.2,66,13,5.5,0,29.3,29.1,29,1.31
1/30/2021,62,49.3,38,42,36.9,34,89,65.3,38,5,0.8,0,29.4,29.3,29.3,0.25
1/31/2021,68,56.4,43,39,33.7,28,71,45.3,25,6,2,0,29.3,29.3,29.3,0
2/1/2021,71,61.5,56,46,38,32,62,43.2,26,8,2.4,0,29.3,29.2,29.2,0
2/2/2021,72,61.8,54,45,41.8,35,69,50.1,27,9,2.9,0,29.3,29.2,29.2,0
2/3/2021,69,57.2,49,48,43.8,41,80,62.9,38,10,4.4,0,29.2,29.2,29.2,0
2/4/2021,66,54,47,46,43.6,41,86,69.8,40,7,2.8,0,29.3,29.3,29.2,0
2/5/2021,71,56.3,45,44,37.2,24,80,52.9,17,9,2.8,0,29.3,29.2,29.2,0
2/6/2021,78,60.3,44,38,31.5,16,71,39.9,10,8,3,0,29.2,29.1,29.1,0
2/7/2021,71,57.2,45,49,38,30,86,51.8,26,10,3.1,0,29.1,29.1,29,0
2/8/2021,65,51.9,47,47,45.7,42,97,81.2,43,10,3.4,0,29.2,29.1,29.1,0
2/9/2021,60,54.4,52,46,44.1,42,80,68.7,51,8,3.8,0,29.2,29.2,29.1,0
2/10/2021,61,54.3,49,47,44.9,43,83,71.5,54,10,3.4,0,29.2,29.2,29.1,0
2/11/2021,67,55,45,49,45.2,40,86,71.2,45,10,4.2,0,29.2,29.2,29.1,0
2/12/2021,68,56.1,52,50,42.6,27,94,67.1,23,23,8.1,0,29.1,29.1,29,0
2/13/2021,64,56.3,48,47,39.7,26,83,57.1,25,23,6.8,0,29.1,29.1,29,0.02
2/14/2021,67,59.4,54,33,25.1,14,43,28.7,14,20,13.4,8,29.2,29.1,29,0
2/15/2021,64,55.7,49,47,39.1,30,86,55.1,37,10,4.5,0,29.2,29.2,29.1,0
2/16/2021,69,58.6,46,46,30.5,15,86,42,13,22,12.1,0,29.1,29.1,29.1,0
2/17/2021,67,58.2,53,29,23.4,14,35,26.8,17,22,12.4,0,29.3,29.2,29.1,0
2/18/2021,68,57.3,46,23,15.8,7,36,20.9,11,15,5.6,0,29.5,29.4,29.3,0
2/19/2021,71,57,44,33,23.6,16,47,29.9,13,9,2.4,0,29.4,29.4,29.3,0
2/20/2021,64,58.8,54,27,22.9,20,33,25.4,19,24,15.8,9,29.4,29.3,29.3,0
2/21/2021,73,60.2,47,25,18.4,9,39,21.3,9,12,4.8,0,29.5,29.4,29.4,0
2/22/2021,80,63.3,47,26,20.1,12,39,22.2,8,8,1.9,0,29.4,29.3,29.2,0
2/23/2021,77,62.5,49,38,26,19,40,27.1,11,12,3.4,0,29.2,29.2,29.1,0
2/24/2021,74,61.3,48,42,33.1,18,56,37.2,18,12,3.3,0,29.2,29.2,29.1,0
2/25/2021,71,59.5,48,48,23.8,5,86,34.2,10,8,4,0,29.3,29.2,29.2,0
2/26/2021,74,59.7,44,34,14.9,5,44,19.8,7,12,4.6,0,29.2,29.1,29.1,0
2/27/2021,73,62.1,50,42,21,5,74,24.2,7,22,13.2,3,29.2,29.1,29,0
2/28/2021,71,59.7,50,36,17.7,6,54,22.9,9,14,3.5,0,29.4,29.3,29.2,0
3/1/2021,73,58.5,45,19,8.3,-2,29,15.7,5,9,3.6,0,29.4,29.3,29.2,0
3/2/2021,73,58.6,46,34,15.9,1,44,23.5,6,15,4.8,0,29.2,29.1,29,0
3/3/2021,56,49.4,43,45,35.6,22,90,60.5,35,20,6.9,0,29.2,29,28.9,0
3/4/2021,66,54.6,42,42,38.8,36,82,57.3,37,9,3.7,0,29.4,29.4,29.3,0.05
3/5/2021,77,61.5,46,40,31.8,22,71,38.9,13,12,3.5,0,29.4,29.3,29.2,0
3/6/2021,69,56.5,47,48,42.1,34,86,60.9,32,14,6.1,0,29.2,29.2,29.1,0
3/7/2021,62,55.1,51,48,45.7,44,86,71.5,52,10,5.2,0,29.3,29.2,29.2,0
3/8/2021,64,56.3,49,48,42.7,33,80,62.2,31,13,5.9,0,29.3,29.3,29.3,0
3/9/2021,61,52.5,44,41,35.3,27,74,54,27,17,4.6,0,29.3,29.3,29.2,0
3/10/2021,54,48,44,44,40.6,36,93,76.4,52,17,6.1,0,29.3,29.2,29.1,0.2
3/11/2021,53,46.6,42,39,36.6,32,89,69.4,47,12,4.3,0,29.3,29.2,29.2,0.47
3/12/2021,56,48.1,40,39,35,30,76,61.5,37,16,3.6,0,29.4,29.3,29.2,0
3/13/2021,63,51.3,40,46,40,35,83,67.3,44,13,4.5,0,29.4,29.4,29.3,0
3/14/2021,62,54.3,51,45,42.3,39,80,65,44,10,4.2,0,29.4,29.4,29.3,0
3/15/2021,54,50,45,46,39.8,28,93,70.2,38,16,9.4,5,29.3,29.1,29,0
3/16/2021,59,49.6,42,37,30.4,26,66,48.8,28,10,5.2,0,29.3,29.2,29.1,0.21
3/17/2021,67,52.8,41,42,36.7,32,79,57.2,27,13,3.1,0,29.3,29.3,29.2,0
3/18/2021,69,57.6,50,45,41.3,33,77,57.3,28,10,2.6,0,29.3,29.3,29.2,0
3/19/2021,71,60.1,49,51,44.8,38,75,58.9,36,10,4,0,29.3,29.3,29.2,0
3/20/2021,68,57.8,54,52,45.3,22,93,68.2,27,10,7.2,3,29.3,29.3,29.2,0
3/21/2021,69,57.6,46,38,29,25,52,34.9,21,18,7.3,0,29.3,29.2,29.2,0
3/22/2021,68,57.5,49,44,35.5,25,71,45.8,26,13,7,0,29.3,29.2,29.1,0
3/23/2021,69,57.7,47,44,33.7,10,77,46.6,14,26,10.5,0,29.1,29,28.9,0
3/24/2021,74,64.3,57,25,10.8,-3,29,13.4,5,25,9.4,0,29.1,29.1,29,0
3/25/2021,58,53.5,50,43,39.8,33,74,60.1,43,16,10,3,29.1,29,29,0
3/26/2021,65,54.9,49,44,40.6,37,77,60.3,37,15,5.2,0,29.3,29.1,29,0
3/27/2021,76,61.5,46,43,33.9,23,71,42.2,15,10,3.4,0,29.4,29.4,29.3,0
3/28/2021,87,68.7,51,34,22.9,6,45,22.7,5,13,4.5,0,29.4,29.3,29.2,0
3/29/2021,81,67,55,48,34,25,72,32.4,13,12,5.5,0,29.2,29.1,29,0
3/30/2021,81,62.3,52,50,45.4,28,89,60.9,14,13,5.5,0,29.2,29.1,29,0
3/31/2021,85,70.3,52,48,21.6,3,70,26.9,4,13,3.8,0,29.3,29.2,29.2,0
4/1/2021,85,73.3,61,20,9,-4,17,9.6,3,13,4.5,0,29.1,29.1,29,0
4/2/2021,76,64.7,56,52,44.9,23,75,51.7,20,13,6,0,29.2,29.2,29.1,0
4/3/2021,77,60.5,50,51,47.7,38,100,67.5,28,12,4.5,0,29.3,29.3,29.2,0
4/4/2021,80,64.3,51,48,41.7,36,74,47,21,12,5,0,29.3,29.2,29.1,0
4/5/2021,70,60.8,52,48,46.2,43,75,60,42,13,6.1,0,29.2,29.1,29,0
4/6/2021,72,60.5,51,49,48,46,86,65.4,43,10,5.5,0,29.2,29.1,29.1,0
4/7/2021,79,64.7,54,49,46.8,42,77,55.6,29,12,3.9,0,29.3,29.2,29.2,0
4/8/2021,76,64.8,56,49,46.7,42,75,54.6,31,14,6.7,0,29.2,29.1,29.1,0
4/9/2021,78,64.2,52,51,47.6,42,77,56.9,35,10,5.8,0,29.2,29.1,29.1,0
4/10/2021,80,64.8,54,49,46.5,40,75,54.6,31,13,6.8,0,29.1,29,29,0
4/11/2021,75,61.1,53,52,48.9,45,84,66.2,36,10,5.5,0,29,29,28.9,0
4/12/2021,69,59.2,55,52,49.4,48,84,70.8,49,13,5.7,0,29.1,29,29,0
4/13/2021,60,57.2,55,51,48.7,46,86,73.3,67,12,6.4,0,29.1,29.1,29,0
4/14/2021,62,55.5,53,46,43.7,41,77,65.2,46,14,7.2,0,29.2,29.1,29.1,0
4/15/2021,67,56,46,49,43.8,39,83,65.4,42,13,4.8,0,29.2,29.2,29.1,0
4/16/2021,71,57.4,49,49,46,41,86,68.4,35,12,5,0,29.1,29.1,29.1,0
4/17/2021,74,60.8,51,52,47.9,44,83,65,39,12,3.9,0,29.1,29.1,29.1,0
4/18/2021,87,73.4,57,51,15.7,-10,75,18.8,2,18,9.9,0,29.2,29.2,29.1,0
4/19/2021,86,72.7,59,49,28.7,19,69,23.9,9,13,7.7,0,29.2,29.1,29.1,0
4/20/2021,72,61.1,55,51,48.3,46,84,64.3,40,14,7.6,0,29.1,29.1,29,0
4/21/2021,61,57.5,55,47,45.9,45,72,65.5,56,13,7.4,3,29.1,29.1,29,0
4/22/2021,63,57.7,54,49,47.2,47,83,68.6,56,12,6,0,29.1,29.1,29.1,0
4/23/2021,63,57.9,54,48,47.2,45,77,68,54,9,4.5,0,29.2,29.2,29.1,0
4/24/2021,67,58.2,54,48,47.2,46,80,67.7,47,12,3.9,0,29.2,29.2,29.1,0
4/25/2021,65,56.7,52,49,46,42,86,68.9,46,14,6.7,0,29.1,29.1,29,0
4/26/2021,63,56.1,52,47,43,37,83,62.6,42,14,7.7,0,29.1,29,29,0
4/27/2021,65,57.5,52,47,42.6,37,77,58.7,37,14,6.8,0,29.2,29.1,29.1,0
4/28/2021,88,71,51,44,29.2,7,74,29.6,5,18,8.3,0,29.3,29.2,29.2,0.01
4/29/2021,93,76,58,41,30.5,18,48,22.7,6,13,4.4,0,29.3,29.3,29.2,0
4/30/2021,93,76.8,63,50,35.4,25,56,25.4,9,12,5.5,0,29.3,29.2,29.1,0
5/1/2021,76,66,59,53,51.6,49,78,61.6,40,12,7.6,3,29.2,29.1,29,0
5/2/2021,70,62.4,58,52,49.1,47,78,62.9,47,12,6.7,3,29.1,29,29,0
5/3/2021,76,64,56,52,50.5,48,81,63.7,41,13,5.5,0,29.1,29,29,0
5/4/2021,86,69.9,57,55,49.8,41,81,53.8,20,10,4.8,0,29.1,29.1,29,0
5/5/2021,85,69.4,58,55,52,46,87,58.4,26,13,6.6,0,29.2,29.1,29.1,0
5/6/2021,75,62.1,56,53,52.5,52,90,72.8,44,15,6.6,0,29.2,29.2,29.1,0
5/7/2021,71,61.9,57,52,51,50,83,68.6,47,13,7.5,3,29.2,29.1,29.1,0
5/8/2021,73,63.1,57,53,50.8,48,83,65.7,45,14,5.7,0,29.1,29.1,29.1,0
5/9/2021,72,62.5,57,54,52.5,51,87,70.9,49,12,5.8,0,29.1,29.1,29,0
5/10/2021,67,62.3,59,54,52.6,52,81,70.9,59,10,6.4,3,29.1,29.1,29,0
5/11/2021,75,63.4,58,54,52.7,52,84,69.7,48,13,5.8,0,29.1,29.1,29,0
5/12/2021,76,63.1,58,54,53.3,52,84,72.1,46,14,5.9,0,29.2,29.2,29.1,0
5/13/2021,71,62.1,58,55,53.6,53,87,74.7,55,15,6,0,29.2,29.2,29.1,0
5/14/2021,73,61.4,57,54,52,49,89,73.3,42,13,6.5,0,29.2,29.1,29.1,0
5/15/2021,70,61.1,58,51,49.2,46,75,65.6,45,12,7,0,29.1,29.1,29,0
5/16/2021,62,58.1,55,52,50.3,48,89,75.7,64,9,6.5,5,29.2,29.1,29.1,0
5/17/2021,68,61.5,58,51,49.4,48,78,65,50,10,5.6,0,29.2,29.2,29.1,0.01
5/18/2021,74,64.1,57,53,51.3,49,81,64.8,41,13,6.1,0,29.2,29.1,29,0
5/19/2021,73,62.5,56,54,50.5,42,87,66.5,46,14,6.5,0,29.1,29.1,29,0
5/20/2021,69,62.4,57,49,46.6,40,72,56.8,41,14,7.3,0,29.1,29,29,0
5/21/2021,72,61.1,52,46,36.2,22,72,45.5,17,21,9.2,0,29.2,29.1,29,0
5/22/2021,67,58.3,52,46,42.9,39,77,58.5,37,13,6.4,0,29.3,29.2,29.2,0
5/23/2021,72,62.4,52,46,41.3,34,72,48,28,13,5.7,0,29.3,29.2,29.2,0
5/24/2021,90,74.6,55,45,34.7,26,64,29,10,13,5.1,0,29.2,29.1,29.1,0
5/25/2021,85,74.1,62,52,44.3,34,60,37.3,18,13,7.2,0,29.1,29.1,29.1,0
5/26/2021,77,67,60,55,52.9,50,80,62,40,14,7.9,0,29.2,29.2,29.1,0
5/27/2021,74,64.1,60,54,51.3,49,80,64.3,44,13,6.2,0,29.2,29.2,29.1,0
5/28/2021,76,63.2,57,54,52,50,88,68.9,43,14,6.3,0,29.2,29.1,29.1,0
5/29/2021,71,62.1,57,53,51.8,51,84,70.4,51,12,6.7,3,29.1,29.1,29,0
5/30/2021,72,63.1,58,53,52.2,51,81,68.6,51,12,5.8,0,29.1,29.1,29,0
5/31/2021,77,65.2,60,55,54.3,53,83,69.2,46,12,5.5,0,29.2,29.1,29.1,0
6/1/2021,81,66.4,59,56,55,54,87,68.9,41,13,6.8,0,29.2,29.1,29.1,0
6/2/2021,82,66.6,58,56,55,53,90,69,39,13,6.5,0,29.1,29.1,29,0
6/3/2021,82,67.2,60,56,54.9,54,83,67,38,14,7.3,0,29.1,29.1,29,0
6/4/2021,80,68.2,60,55,54.2,52,83,63.2,39,13,6.5,0,29.1,29.1,29.1,0
6/5/2021,79,66.6,60,55,52.6,44,83,64.2,29,12,6.1,0,29.2,29.1,29,0
6/6/2021,73,63.8,60,55,52.1,49,83,67,44,14,7,0,29.1,29.1,29,0
6/7/2021,65,61,58,55,51.8,50,87,72,61,9,6.1,0,29.1,29.1,29.1,0
6/8/2021,73,64.3,58,52,48.4,46,81,57.8,39,12,5.8,0,29.2,29.2,29.1,0
6/9/2021,74,66,59,49,43,32,69,46.1,23,15,6.3,0,29.3,29.2,29.2,0
6/10/2021,76,67,55,48,39.9,29,64,40.1,19,12,6.6,0,29.3,29.2,29.1,0
6/11/2021,83,70.5,59,49,44,39,62,41.2,22,12,6.7,0,29.1,29.1,29,0
6/12/2021,87,73.3,61,51,44.8,40,56,38,20,13,5.3,0,29.1,29,29,0
6/13/2021,90,74.5,62,56,48.4,32,67,44.4,13,12,5.2,0,29.1,29.1,29,0
6/14/2021,93,78.7,64,56,51.3,45,73,42.1,20,13,5.6,0,29.1,29.1,29,0
6/15/2021,101,83.8,69,57,53.4,47,65,39,16,12,5.3,0,29.1,29,28.9,0
6/16/2021,89,77.5,67,59,57.1,55,70,51,34,16,8.1,3,29.1,29,29,0
6/17/2021,92,76.9,68,61,58.3,52,76,54.8,28,14,6.6,0,29,29,28.9,0
6/18/2021,86,72,65,60,59.2,58,81,66.1,41,15,8.1,3,29,29,28.9,0
6/19/2021,85,71.5,64,60,58.5,56,84,65.7,38,10,6.7,0,29,29,28.9,0
6/20/2021,82,68.1,62,59,57.7,57,90,71.4,42,13,6.7,0,29.1,29,29,0
6/21/2021,83,69.2,61,57,56,53,87,66.1,36,13,6.6,0,29.2,29.1,29.1,0
6/22/2021,84,70.1,61,57,54.9,48,84,62,28,14,6.4,0,29.1,29.1,29,0
6/23/2021,85,71,62,57,53.9,48,84,58.2,29,14,7.3,0,29.2,29.1,29.1,0
6/24/2021,80,68.4,60,56,54.3,51,86,63.1,38,13,7.2,0,29.2,29.1,29.1,0
6/25/2021,82,70.9,61,56,54.1,52,83,57.5,38,14,6.2,0,29.1,29.1,29,0
6/26/2021,88,74.1,62,57,55,53,80,54.1,30,13,6,0,29.1,29,28.9,0
6/27/2021,88,75.5,66,59,57.4,56,75,55.2,36,13,6.4,0,28.9,28.9,28.8,0
6/28/2021,87,74.6,65,60,59.3,59,81,61.3,40,14,6.8,0,29,28.9,28.9,0
6/29/2021,83,71,65,60,59.9,59,84,69.6,46,13,6.4,0,29.1,29,28.9,0
6/30/2021,85,71.4,63,60,58.9,58,87,67.2,41,13,6.2,0,29.1,29.1,29,0
7/1/2021,92,74,64,60,58.3,54,84,61.6,29,12,5.8,0,29.1,29.1,29,0
7/2/2021,89,74.4,65,60,57.5,54,79,59,30,13,6.6,0,29.1,29.1,29,0
7/3/2021,90,75.3,65,59,57.5,53,81,57.3,28,12,6.3,0,29.1,29.1,29,0
7/4/2021,84,70.8,63,58,57,52,84,64.4,35,13,7.2,0,29.2,29.1,29.1,0
7/5/2021,85,67.9,60,57,55.7,51,90,68.9,33,13,6.4,0,29.2,29.1,29.1,0
7/6/2021,88,70.7,61,58,56.1,50,88,64.2,29,10,6.3,0,29.1,29.1,29,0
7/7/2021,86,74.6,64,59,57.7,55,80,57.6,35,13,7.6,3,29.1,29,28.9,0
7/8/2021,88,76.5,66,61,59.4,57,79,57.5,37,13,6.7,0,29.1,29,29,0
7/9/2021,92,79.4,70,62,59.5,55,76,52.7,30,13,7.5,0,29.1,29.1,29,0
7/10/2021,89,77.4,70,62,57.8,51,76,53.5,29,15,7.2,0,29.1,29.1,29,0
7/11/2021,90,76.8,68,62,58,54,76,54.5,29,14,6.7,0,29.1,29.1,29,0
7/12/2021,86,73,66,63,61,59,88,67.8,41,14,7.3,0,29.1,29.1,29,0
7/13/2021,89,75.8,68,62,60.3,55,81,60.7,32,13,6,0,29.1,29.1,29,0
7/14/2021,87,76,67,62,60,53,81,60.3,31,14,8,3,29.2,29.1,29.1,0
7/15/2021,89,74.1,67,62,58.4,42,84,62.8,20,13,6.6,0,29.2,29.1,29.1,0
7/16/2021,87,72.4,65,60,56.8,44,84,62.8,23,12,6.1,0,29.1,29.1,29,0
7/17/2021,90,75.6,66,60,56.4,44,81,55.2,21,13,6.6,0,29.1,29.1,29.1,0
7/18/2021,91,79.6,69,60,53,41,73,44,20,12,5.7,0,29.2,29.1,29.1,0
7/19/2021,93,80.2,71,60,54.8,46,68,44.1,26,13,6.5,0,29.2,29.2,29.1,0
7/20/2021,91,78.9,69,59,55.7,50,70,47.9,25,13,6,0,29.2,29.1,29,0
7/21/2021,94,79.7,70,59,54.3,48,68,44.1,22,13,4.6,0,29.1,29,29,0
7/22/2021,89,77.2,70,62,58.5,55,73,53.5,34,14,6.8,0,29.2,29.1,29.1,0
7/23/2021,88,75.3,67,61,60,54,81,61.4,32,14,6.8,0,29.2,29.2,29.1,0
7/24/2021,84,70.7,65,61,60.1,57,87,71.1,41,12,5.7,0,29.2,29.2,29.1,0
7/25/2021,83,72.4,66,60,58.2,49,81,63.3,33,13,7.2,0,29.2,29.1,29.1,0
7/26/2021,77,69.7,66,64,61.3,59,90,75.2,58,10,6.1,0,29.2,29.1,29.1,0.03
7/27/2021,89,72.7,63,61,59,47,93,66.9,23,12,5.6,0,29.2,29.1,29.1,0
7/28/2021,91,77.8,66,60,54.8,47,81,50.6,23,10,5.2,0,29.2,29.1,29.1,0
7/29/2021,91,77.3,67,59,55.8,48,76,51.4,24,10,5.5,0,29.1,29.1,29,0
7/30/2021,93,75.7,65,58,55.5,46,78,54,20,17,5.7,0,29.2,29.1,29.1,0
7/31/2021,91,76.9,67,58,55.6,50,73,50.8,24,12,4.9,0,29.2,29.2,29.1,0
8/1/2021,93,78.1,66,57,53,48,70,45.1,24,12,4.7,0,29.2,29.2,29.2,0
8/2/2021,98,81.9,69,55,47,31,57,33.9,11,12,4.5,0,29.2,29.2,29.1,0
8/3/2021,96,79.8,70,56,51.6,46,59,40.3,19,12,5.5,0,29.2,29.1,29,0
8/4/2021,93,78.3,68,57,55.3,52,68,47.5,26,15,6.7,0,29.1,29.1,29,0
8/5/2021,91,78.2,68,58,54.8,51,70,46.2,27,15,6.3,0,29.1,29.1,29,0
8/6/2021,85,73.3,64,60,58.9,58,84,62.5,40,12,7.1,0,29.1,29.1,29,0
8/7/2021,86,71,63,60,58.8,55,87,68.4,36,12,6.4,0,29.1,29.1,29,0
8/8/2021,88,72.1,63,60,57.4,49,84,64.3,27,10,6.3,0,29.1,29.1,29,0
8/9/2021,89,73.5,63,59,56.2,51,84,58.7,27,12,5.8,0,29.1,29.1,29,0
8/10/2021,92,77.1,66,60,55.6,49,76,51.3,23,13,5.8,0,29.1,29.1,29,0
8/11/2021,92,79.2,69,59,50.3,39,70,40.7,17,13,6.2,0,29.1,29.1,29.1,0
8/12/2021,94,81.4,71,53,43.8,22,49,30.2,8,12,5.5,0,29.2,29.1,29.1,0
8/13/2021,89,78.8,69,58,49.9,37,68,38.8,18,12,6.2,0,29.2,29.2,29.2,0
8/14/2021,91,77.9,69,62,56.3,48,76,50.2,27,10,6.7,0,29.3,29.2,29.1,0
8/15/2021,93,78.8,67,58,55,51,73,46.5,25,10,6,0,29.2,29.1,29,0
8/16/2021,91,77.9,69,63,58.1,53,73,52.1,32,13,6.6,0,29,29,28.9,0
8/17/2021,87,73.8,68,63,62.2,60,84,68.8,41,13,7.8,5,29.1,29,29,0
8/18/2021,74,69.4,66,64,61.5,59,93,76.6,59,13,7.5,0,29.1,29.1,29,0
8/19/2021,79,70.2,66,61,58.1,54,84,67,43,9,3.5,0,29.1,29.1,29,0
8/20/2021,77,69.5,63,58,57.2,55,84,65.6,52,10,5,0,29.1,29,29,0
8/21/2021,75,67.7,64,59,57.2,55,84,69.5,51,9,4.8,0,29,29,28.9,0
8/22/2021,77,68.2,62,56,55,54,78,63.4,48,12,4.1,0,29,29,29,0
8/23/2021,78,68.5,62,57,55.8,54,78,64.8,46,13,4.9,0,29.1,29,29,0
